weather_ts,temperature_2m,rain_mm,wind_speed_10m,cloud_cover,sunshine_duration_sec,sunshine_hours,is_raining
2026-02-07 10:00:00+00:00,12.3,0.0,14.2,5,3600.0,1.0,0
2026-02-07 11:00:00+00:00,13.5,0.0,15.5,0,3600.0,1.0,0
2026-02-07 12:00:00+00:00,14.2,0.0,18.2,2,3600.0,1.0,0
2026-02-07 13:00:00+00:00,14.5,0.0,18.3,9,3600.0,1.0,0
2026-02-07 14:00:00+00:00,14.7,0.0,18.9,36,3600.0,1.0,0
2026-02-07 15:00:00+00:00,14.7,0.0,16.5,15,3600.0,1.0,0
2026-02-07 16:00:00+00:00,14.5,0.0,13.1,64,3600.0,1.0,0
2026-02-07 17:00:00+00:00,12.9,0.0,11.8,100,3600.0,1.0,0
2026-02-07 18:00:00+00:00,12.0,0.0,14.5,100,0.0,0.0,0
2026-02-07 19:00:00+00:00,11.4,0.0,9.2,95,0.0,0.0,0
2026-02-07 20:00:00+00:00,9.8,0.0,3.7,100,0.0,0.0,0
2026-02-07 21:00:00+00:00,9.4,0.0,1.1,100,0.0,0.0,0
2026-02-07 22:00:00+00:00,9.3,0.0,2.9,100,0.0,0.0,0
2026-02-07 23:00:00+00:00,9.8,0.0,3.8,100,0.0,0.0,0
2026-02-08 00:00:00+00:00,9.8,0.2,3.8,99,0.0,0.0,1
2026-02-08 01:00:00+00:00,9.3,0.2,2.4,100,0.0,0.0,1
2026-02-08 02:00:00+00:00,9.5,0.2,0.9,100,0.0,0.0,1
2026-02-08 03:00:00+00:00,9.3,0.3,4.0,27,0.0,0.0,1
2026-02-08 04:00:00+00:00,7.6,0.0,3.1,2,0.0,0.0,0
2026-02-08 05:00:00+00:00,7.0,0.0,6.7,0,0.0,0.0,0
2026-02-08 06:00:00+00:00,6.9,0.0,7.0,7,0.0,0.0,0
2026-02-08 07:00:00+00:00,6.2,0.0,5.8,10,0.0,0.0,0
2026-02-08 08:00:00+00:00,6.9,0.0,7.3,93,3600.0,1.0,0
2026-02-08 09:00:00+00:00,9.3,0.0,6.1,71,3600.0,1.0,0
2026-02-08 10:00:00+00:00,12.1,0.0,4.2,2,3600.0,1.0,0
2026-02-08 11:00:00+00:00,14.1,0.0,7.6,0,3600.0,1.0,0
2026-02-08 12:00:00+00:00,15.1,0.0,9.5,12,3600.0,1.0,0
2026-02-08 13:00:00+00:00,15.9,0.0,2.6,27,3600.0,1.0,0
2026-02-08 14:00:00+00:00,15.5,0.0,5.5,87,3600.0,1.0,0
2026-02-08 15:00:00+00:00,13.7,0.0,10.7,55,3600.0,1.0,0
2026-02-08 16:00:00+00:00,12.0,1.9,1.7,77,3600.0,1.0,1
2026-02-08 17:00:00+00:00,11.4,1.1,2.5,74,3600.0,1.0,1
2026-02-08 18:00:00+00:00,11.1,1.4,6.7,38,0.0,0.0,1
2026-02-08 19:00:00+00:00,10.5,0.0,3.6,63,0.0,0.0,0
2026-02-08 20:00:00+00:00,9.8,0.0,1.5,48,0.0,0.0,0
2026-02-08 21:00:00+00:00,9.6,0.0,1.6,3,0.0,0.0,0
2026-02-08 22:00:00+00:00,8.7,0.0,1.7,5,0.0,0.0,0
2026-02-08 23:00:00+00:00,8.1,0.0,3.0,9,0.0,0.0,0
2026-02-09 00:00:00+00:00,9.1,0.0,0.5,23,0.0,0.0,0
2026-02-09 01:00:00+00:00,8.4,0.0,1.7,96,0.0,0.0,0
2026-02-09 02:00:00+00:00,8.2,0.0,2.3,85,0.0,0.0,0
2026-02-09 03:00:00+00:00,7.8,0.0,2.3,60,0.0,0.0,0
2026-02-09 04:00:00+00:00,7.2,0.0,3.8,100,0.0,0.0,0
2026-02-09 05:00:00+00:00,6.4,0.0,4.2,100,0.0,0.0,0
2026-02-09 06:00:00+00:00,6.5,0.0,4.4,100,0.0,0.0,0
2026-02-09 07:00:00+00:00,6.1,0.0,8.0,100,0.0,0.0,0
2026-02-09 08:00:00+00:00,7.4,0.2,9.6,100,0.0,0.0,1
2026-02-09 09:00:00+00:00,8.5,0.0,8.9,100,0.0,0.0,0
2026-02-09 10:00:00+00:00,9.2,0.0,4.9,17,0.0,0.0,0
2026-02-09 11:00:00+00:00,11.7,0.0,5.0,0,3600.0,1.0,0
2026-02-09 12:00:00+00:00,13.4,0.0,8.8,69,3600.0,1.0,0
2026-02-09 13:00:00+00:00,14.2,0.0,9.1,75,3600.0,1.0,0
2026-02-09 14:00:00+00:00,14.8,0.0,7.9,100,3600.0,1.0,0
2026-02-09 15:00:00+00:00,14.2,0.0,11.3,87,3600.0,1.0,0
2026-02-09 16:00:00+00:00,14.2,0.0,6.9,89,3600.0,1.0,0
2026-02-09 17:00:00+00:00,13.1,0.0,8.3,100,3600.0,1.0,0
2026-02-09 18:00:00+00:00,11.9,0.0,3.0,100,0.0,0.0,0
2026-02-09 19:00:00+00:00,11.5,0.0,4.0,99,0.0,0.0,0
2026-02-09 20:00:00+00:00,11.0,0.0,9.9,100,0.0,0.0,0
2026-02-09 21:00:00+00:00,11.0,0.1,11.5,100,0.0,0.0,1
2026-02-09 22:00:00+00:00,10.7,0.0,9.3,100,0.0,0.0,0
2026-02-09 23:00:00+00:00,9.9,0.5,5.3,100,0.0,0.0,1
2026-02-10 00:00:00+00:00,10.4,1.3,3.6,100,0.0,0.0,1
2026-02-10 01:00:00+00:00,10.1,0.8,2.3,100,0.0,0.0,1
2026-02-10 02:00:00+00:00,10.3,0.1,2.5,97,0.0,0.0,1
2026-02-10 03:00:00+00:00,10.0,0.0,5.4,93,0.0,0.0,0
2026-02-10 04:00:00+00:00,8.7,0.0,5.8,98,0.0,0.0,0
2026-02-10 05:00:00+00:00,8.3,0.0,7.0,86,0.0,0.0,0
2026-02-10 06:00:00+00:00,8.6,0.0,6.2,100,0.0,0.0,0
2026-02-10 07:00:00+00:00,8.6,0.0,4.6,100,0.0,0.0,0
2026-02-10 08:00:00+00:00,9.5,0.0,5.5,98,0.0,0.0,0
2026-02-10 09:00:00+00:00,11.5,0.0,4.2,100,3600.0,1.0,0
2026-02-10 10:00:00+00:00,13.5,0.0,2.8,100,3600.0,1.0,0
2026-02-10 11:00:00+00:00,15.6,0.0,4.4,100,3600.0,1.0,0
2026-02-10 12:00:00+00:00,16.0,0.0,5.9,98,3600.0,1.0,0
2026-02-10 13:00:00+00:00,18.6,0.0,8.9,99,3600.0,1.0,0
2026-02-10 14:00:00+00:00,19.5,0.0,13.0,96,3600.0,1.0,0
2026-02-10 15:00:00+00:00,19.4,0.0,14.9,96,3600.0,1.0,0
2026-02-10 16:00:00+00:00,19.1,0.0,15.7,99,3600.0,1.0,0
2026-02-10 17:00:00+00:00,18.3,0.0,13.4,100,0.0,0.0,0
2026-02-10 18:00:00+00:00,17.1,0.0,10.2,100,0.0,0.0,0
2026-02-10 19:00:00+00:00,16.7,0.0,8.3,100,0.0,0.0,0
2026-02-10 20:00:00+00:00,16.0,0.0,5.4,100,0.0,0.0,0
2026-02-10 21:00:00+00:00,14.7,0.0,7.6,67,0.0,0.0,0
2026-02-10 22:00:00+00:00,14.0,0.0,10.3,67,0.0,0.0,0
2026-02-10 23:00:00+00:00,15.3,0.0,12.6,17,0.0,0.0,0
2026-02-11 00:00:00+00:00,15.8,0.0,5.3,38,0.0,0.0,0
2026-02-11 01:00:00+00:00,16.9,0.0,15.3,96,0.0,0.0,0
2026-02-11 02:00:00+00:00,17.2,0.0,28.5,36,0.0,0.0,0
2026-02-11 03:00:00+00:00,17.2,0.0,30.3,27,0.0,0.0,0
2026-02-11 04:00:00+00:00,16.8,0.0,32.9,41,0.0,0.0,0
2026-02-11 05:00:00+00:00,16.4,0.0,33.0,13,0.0,0.0,0
2026-02-11 06:00:00+00:00,16.9,0.0,28.8,13,0.0,0.0,0
2026-02-11 07:00:00+00:00,16.7,0.0,24.6,82,0.0,0.0,0
2026-02-11 08:00:00+00:00,16.9,0.0,15.7,92,3600.0,1.0,0
2026-02-11 09:00:00+00:00,17.4,0.0,12.7,98,3600.0,1.0,0
2026-02-11 10:00:00+00:00,18.1,0.0,10.8,83,2492.34,0.6923166666666667,0
2026-02-11 11:00:00+00:00,19.4,0.0,15.8,15,3600.0,1.0,0
2026-02-11 12:00:00+00:00,19.9,0.0,19.0,45,3600.0,1.0,0
2026-02-11 13:00:00+00:00,20.4,0.0,19.8,72,3600.0,1.0,0
2026-02-11 14:00:00+00:00,20.3,0.0,19.4,100,3600.0,1.0,0
2026-02-11 15:00:00+00:00,20.0,0.0,18.5,100,3600.0,1.0,0
2026-02-11 16:00:00+00:00,18.8,0.0,18.2,100,0.0,0.0,0
2026-02-11 17:00:00+00:00,17.7,0.0,18.6,100,0.0,0.0,0
2026-02-11 18:00:00+00:00,16.4,0.0,16.5,100,0.0,0.0,0
2026-02-11 19:00:00+00:00,14.3,3.8,9.7,100,0.0,0.0,1
2026-02-11 20:00:00+00:00,13.7,0.5,9.8,100,0.0,0.0,1
2026-02-11 21:00:00+00:00,13.3,0.1,7.8,27,0.0,0.0,1
2026-02-11 22:00:00+00:00,12.6,0.0,8.1,13,0.0,0.0,0
2026-02-11 23:00:00+00:00,12.8,0.0,12.1,3,0.0,0.0,0
2026-02-12 00:00:00+00:00,13.9,0.0,18.3,45,0.0,0.0,0
2026-02-12 01:00:00+00:00,15.6,0.0,31.3,7,0.0,0.0,0
2026-02-12 02:00:00+00:00,15.6,0.0,28.2,13,0.0,0.0,0
2026-02-12 03:00:00+00:00,15.7,0.0,27.8,32,0.0,0.0,0
2026-02-12 04:00:00+00:00,14.6,0.0,26.9,3,0.0,0.0,0
2026-02-12 05:00:00+00:00,14.8,0.0,33.8,2,0.0,0.0,0
2026-02-12 06:00:00+00:00,15.3,0.0,42.6,2,0.0,0.0,0
2026-02-12 07:00:00+00:00,14.8,0.0,40.8,1,0.0,0.0,0
2026-02-12 08:00:00+00:00,14.7,0.0,38.3,8,3600.0,1.0,0
2026-02-12 09:00:00+00:00,15.2,0.0,32.1,5,3600.0,1.0,0
2026-02-12 10:00:00+00:00,15.9,0.0,34.7,9,3600.0,1.0,0
2026-02-12 11:00:00+00:00,16.8,0.0,38.4,9,3600.0,1.0,0
2026-02-12 12:00:00+00:00,17.8,0.0,31.5,3,3600.0,1.0,0
2026-02-12 13:00:00+00:00,17.9,0.0,33.5,25,3600.0,1.0,0
2026-02-12 14:00:00+00:00,18.0,0.0,33.6,11,3600.0,1.0,0
2026-02-12 15:00:00+00:00,17.8,0.0,33.7,86,3600.0,1.0,0
2026-02-12 16:00:00+00:00,17.5,0.0,30.6,63,3600.0,1.0,0
2026-02-12 17:00:00+00:00,16.9,0.0,29.3,16,3600.0,1.0,0
2026-02-12 18:00:00+00:00,15.9,0.0,26.2,34,0.0,0.0,0
2026-02-12 19:00:00+00:00,15.4,0.0,24.7,54,0.0,0.0,0
2026-02-12 20:00:00+00:00,15.2,0.0,25.6,61,0.0,0.0,0
2026-02-12 21:00:00+00:00,15.2,0.0,24.0,96,0.0,0.0,0
2026-02-12 22:00:00+00:00,14.7,0.0,18.4,100,0.0,0.0,0
2026-02-12 23:00:00+00:00,13.9,0.0,13.6,100,0.0,0.0,0
2026-02-13 00:00:00+00:00,13.9,0.0,13.3,85,0.0,0.0,0
2026-02-13 01:00:00+00:00,13.5,0.0,10.3,100,0.0,0.0,0
2026-02-13 02:00:00+00:00,12.7,0.0,9.3,98,0.0,0.0,0
2026-02-13 03:00:00+00:00,12.2,0.0,9.3,95,0.0,0.0,0
2026-02-13 04:00:00+00:00,11.8,0.0,9.0,100,0.0,0.0,0
2026-02-13 05:00:00+00:00,11.8,0.0,4.9,100,0.0,0.0,0
2026-02-13 06:00:00+00:00,10.4,0.0,1.3,100,0.0,0.0,0
2026-02-13 07:00:00+00:00,10.5,0.0,2.5,100,0.0,0.0,0
2026-02-13 08:00:00+00:00,10.5,0.0,6.0,100,0.0,0.0,0
2026-02-13 09:00:00+00:00,10.9,0.4,0.9,100,0.0,0.0,1
2026-02-13 10:00:00+00:00,10.8,0.6,6.7,100,0.0,0.0,1
2026-02-13 11:00:00+00:00,11.1,1.3,2.3,100,0.0,0.0,1
2026-02-13 12:00:00+00:00,11.1,1.9,1.1,100,0.0,0.0,1
2026-02-13 13:00:00+00:00,11.0,3.3,6.6,100,0.0,0.0,1
2026-02-13 14:00:00+00:00,10.8,3.4,9.7,100,0.0,0.0,1
2026-02-13 15:00:00+00:00,11.1,2.7,7.9,100,0.0,0.0,1
2026-02-13 16:00:00+00:00,11.1,1.5,10.5,100,0.0,0.0,1
2026-02-13 17:00:00+00:00,10.9,1.1,12.9,100,0.0,0.0,1
2026-02-13 18:00:00+00:00,10.5,0.6,15.3,100,0.0,0.0,1
2026-02-13 19:00:00+00:00,9.9,0.9,14.0,100,0.0,0.0,1
2026-02-13 20:00:00+00:00,9.9,0.6,14.1,100,0.0,0.0,1
2026-02-13 21:00:00+00:00,10.3,0.2,20.2,100,0.0,0.0,1
2026-02-13 22:00:00+00:00,10.8,0.1,21.6,100,0.0,0.0,1
2026-02-13 23:00:00+00:00,10.8,0.0,19.2,100,0.0,0.0,0
2026-02-14 00:00:00+00:00,10.4,0.0,14.9,100,0.0,0.0,0
2026-02-14 01:00:00+00:00,9.8,0.0,16.2,100,0.0,0.0,0
2026-02-14 02:00:00+00:00,10.0,0.0,14.9,100,0.0,0.0,0
2026-02-14 03:00:00+00:00,10.1,0.0,16.5,100,0.0,0.0,0
2026-02-14 04:00:00+00:00,10.1,0.0,17.2,100,0.0,0.0,0
2026-02-14 05:00:00+00:00,10.1,0.0,17.6,100,0.0,0.0,0
2026-02-14 06:00:00+00:00,9.0,0.0,11.4,100,0.0,0.0,0
2026-02-14 07:00:00+00:00,8.6,0.0,9.4,100,0.0,0.0,0
2026-02-14 08:00:00+00:00,9.2,0.0,6.3,70,1876.32,0.5212,0
2026-02-14 09:00:00+00:00,11.0,0.0,4.8,34,3600.0,1.0,0
2026-02-14 10:00:00+00:00,13.3,0.0,10.3,14,3600.0,1.0,0
2026-02-14 11:00:00+00:00,15.1,0.0,17.6,47,3600.0,1.0,0
2026-02-14 12:00:00+00:00,16.6,0.0,9.3,35,3600.0,1.0,0
2026-02-14 13:00:00+00:00,17.6,0.1,11.8,51,3600.0,1.0,1
2026-02-14 14:00:00+00:00,17.5,0.0,7.7,77,3600.0,1.0,0
2026-02-14 15:00:00+00:00,16.1,0.0,7.4,84,3600.0,1.0,0
2026-02-14 16:00:00+00:00,14.9,0.0,4.5,13,3600.0,1.0,0
2026-02-14 17:00:00+00:00,14.0,0.0,7.5,27,3600.0,1.0,0
2026-02-14 18:00:00+00:00,13.5,0.0,8.5,6,0.0,0.0,0
2026-02-14 19:00:00+00:00,13.6,0.0,21.2,9,0.0,0.0,0
2026-02-14 20:00:00+00:00,12.8,0.0,19.9,8,0.0,0.0,0
2026-02-14 21:00:00+00:00,12.0,0.0,13.3,10,0.0,0.0,0
2026-02-14 22:00:00+00:00,10.4,0.0,6.8,16,0.0,0.0,0
2026-02-14 23:00:00+00:00,9.2,0.0,9.2,4,0.0,0.0,0
2026-02-15 00:00:00+00:00,9.8,0.0,26.1,2,0.0,0.0,0
2026-02-15 01:00:00+00:00,9.1,0.0,18.5,0,0.0,0.0,0
2026-02-15 02:00:00+00:00,8.5,0.0,20.7,7,0.0,0.0,0
2026-02-15 03:00:00+00:00,8.2,0.0,22.4,1,0.0,0.0,0
2026-02-15 04:00:00+00:00,7.8,0.0,17.0,13,0.0,0.0,0
2026-02-15 05:00:00+00:00,6.8,0.0,4.9,23,0.0,0.0,0
2026-02-15 06:00:00+00:00,7.4,0.0,4.3,13,0.0,0.0,0
2026-02-15 07:00:00+00:00,6.8,0.0,8.1,49,0.0,0.0,0
2026-02-15 08:00:00+00:00,7.5,0.0,8.8,100,3600.0,1.0,0
2026-02-15 09:00:00+00:00,9.4,0.0,5.0,99,3600.0,1.0,0
2026-02-15 10:00:00+00:00,10.9,0.0,4.7,100,3600.0,1.0,0
2026-02-15 11:00:00+00:00,12.3,0.0,5.0,100,3600.0,1.0,0
2026-02-15 12:00:00+00:00,13.0,0.0,8.6,48,3600.0,1.0,0
2026-02-15 13:00:00+00:00,13.5,0.0,12.1,30,3600.0,1.0,0
2026-02-15 14:00:00+00:00,13.4,0.0,13.6,99,3600.0,1.0,0
2026-02-15 15:00:00+00:00,12.9,0.0,11.4,100,3600.0,1.0,0
2026-02-15 16:00:00+00:00,12.1,0.0,10.6,100,3600.0,1.0,0
2026-02-15 17:00:00+00:00,11.6,0.0,7.2,100,0.0,0.0,0
2026-02-15 18:00:00+00:00,10.5,0.0,3.0,100,0.0,0.0,0
2026-02-15 19:00:00+00:00,10.3,0.0,2.2,100,0.0,0.0,0
2026-02-15 20:00:00+00:00,10.1,0.0,0.6,100,0.0,0.0,0
2026-02-15 21:00:00+00:00,10.7,0.0,5.2,47,0.0,0.0,0
2026-02-15 22:00:00+00:00,11.6,0.0,10.9,55,0.0,0.0,0
2026-02-15 23:00:00+00:00,11.7,0.0,14.0,83,0.0,0.0,0
2026-02-16 00:00:00+00:00,11.2,0.0,10.9,74,0.0,0.0,0
2026-02-16 01:00:00+00:00,11.2,0.0,10.6,99,0.0,0.0,0
2026-02-16 02:00:00+00:00,12.0,0.0,16.7,72,0.0,0.0,0
2026-02-16 03:00:00+00:00,11.9,0.0,16.9,95,0.0,0.0,0
2026-02-16 04:00:00+00:00,12.1,0.0,20.3,94,0.0,0.0,0
2026-02-16 05:00:00+00:00,12.1,0.0,18.4,98,0.0,0.0,0
2026-02-16 06:00:00+00:00,12.3,0.0,14.4,100,0.0,0.0,0
2026-02-16 07:00:00+00:00,12.1,0.0,13.5,100,0.0,0.0,0
2026-02-16 08:00:00+00:00,13.0,0.0,13.6,100,3600.0,1.0,0
2026-02-16 09:00:00+00:00,15.0,0.0,16.7,100,3600.0,1.0,0
2026-02-16 10:00:00+00:00,16.4,0.0,14.7,93,3600.0,1.0,0
2026-02-16 11:00:00+00:00,17.9,0.0,17.6,98,3600.0,1.0,0
2026-02-16 12:00:00+00:00,18.2,0.0,16.8,88,3600.0,1.0,0
2026-02-16 13:00:00+00:00,19.2,0.0,17.8,98,3600.0,1.0,0
2026-02-16 14:00:00+00:00,19.8,0.0,21.1,78,3600.0,1.0,0
2026-02-16 15:00:00+00:00,19.7,0.0,22.0,90,3600.0,1.0,0
2026-02-16 16:00:00+00:00,19.3,0.0,18.0,77,3600.0,1.0,0
2026-02-16 17:00:00+00:00,18.3,0.0,22.9,52,3600.0,1.0,0
2026-02-16 18:00:00+00:00,17.6,0.0,18.2,97,0.0,0.0,0
2026-02-16 19:00:00+00:00,17.1,0.0,13.9,100,0.0,0.0,0
2026-02-16 20:00:00+00:00,16.5,0.0,14.5,80,0.0,0.0,0
2026-02-16 21:00:00+00:00,16.5,0.0,13.2,98,0.0,0.0,0
2026-02-16 22:00:00+00:00,15.3,0.0,6.9,89,0.0,0.0,0
2026-02-16 23:00:00+00:00,13.3,0.0,2.6,100,0.0,0.0,0
2026-02-17 00:00:00+00:00,13.7,0.0,12.6,100,0.0,0.0,0
2026-02-17 01:00:00+00:00,13.7,0.0,13.0,100,0.0,0.0,0
2026-02-17 02:00:00+00:00,13.5,0.0,13.0,100,0.0,0.0,0
2026-02-17 03:00:00+00:00,13.0,0.0,11.9,83,0.0,0.0,0
2026-02-17 04:00:00+00:00,12.2,0.0,11.9,91,0.0,0.0,0
2026-02-17 05:00:00+00:00,11.6,0.0,13.1,88,0.0,0.0,0
2026-02-17 06:00:00+00:00,9.4,0.0,6.8,88,0.0,0.0,0
2026-02-17 07:00:00+00:00,9.1,0.0,8.0,95,0.0,0.0,0
2026-02-17 08:00:00+00:00,11.6,0.0,5.1,58,3600.0,1.0,0
2026-02-17 09:00:00+00:00,13.7,0.0,9.3,27,3600.0,1.0,0
2026-02-17 10:00:00+00:00,14.1,0.0,13.9,41,3600.0,1.0,0
2026-02-17 11:00:00+00:00,14.2,0.0,12.9,45,3600.0,1.0,0
2026-02-17 12:00:00+00:00,13.8,0.0,11.4,77,3600.0,1.0,0
2026-02-17 13:00:00+00:00,14.1,0.0,12.2,71,3600.0,1.0,0
2026-02-17 14:00:00+00:00,14.2,0.0,12.0,80,3600.0,1.0,0
2026-02-17 15:00:00+00:00,13.5,0.0,13.2,16,3600.0,1.0,0
2026-02-17 16:00:00+00:00,13.1,0.0,11.4,2,3600.0,1.0,0
2026-02-17 17:00:00+00:00,12.7,0.0,9.5,0,3600.0,1.0,0
2026-02-17 18:00:00+00:00,12.5,0.0,8.3,11,0.0,0.0,0
2026-02-17 19:00:00+00:00,12.3,0.0,7.8,36,0.0,0.0,0
2026-02-17 20:00:00+00:00,11.8,0.0,9.0,86,0.0,0.0,0
2026-02-17 21:00:00+00:00,11.0,0.0,9.0,100,0.0,0.0,0
2026-02-17 22:00:00+00:00,10.7,0.0,8.5,98,0.0,0.0,0
2026-02-17 23:00:00+00:00,10.7,0.0,8.0,84,0.0,0.0,0
2026-02-18 00:00:00+00:00,11.5,0.0,6.3,93,0.0,0.0,0
2026-02-18 01:00:00+00:00,11.6,0.0,5.7,34,0.0,0.0,0
2026-02-18 02:00:00+00:00,11.1,0.0,5.6,38,0.0,0.0,0
2026-02-18 03:00:00+00:00,10.8,0.0,6.3,72,0.0,0.0,0
2026-02-18 04:00:00+00:00,10.5,0.0,4.7,93,0.0,0.0,0
2026-02-18 05:00:00+00:00,9.5,0.0,2.0,85,0.0,0.0,0
2026-02-18 06:00:00+00:00,9.0,0.0,0.8,53,0.0,0.0,0
2026-02-18 07:00:00+00:00,8.3,0.0,2.2,67,0.0,0.0,0
2026-02-18 08:00:00+00:00,9.4,0.0,4.8,70,3600.0,1.0,0
2026-02-18 09:00:00+00:00,11.6,0.0,4.0,84,3600.0,1.0,0
2026-02-18 10:00:00+00:00,13.7,0.0,3.9,100,3600.0,1.0,0
2026-02-18 11:00:00+00:00,15.0,0.0,5.9,99,3600.0,1.0,0
2026-02-18 12:00:00+00:00,16.4,0.0,10.1,100,3600.0,1.0,0
2026-02-18 13:00:00+00:00,16.0,0.0,13.6,82,3600.0,1.0,0
2026-02-18 14:00:00+00:00,16.3,0.0,14.6,1,3600.0,1.0,0
2026-02-18 15:00:00+00:00,16.3,0.0,16.7,1,3600.0,1.0,0
2026-02-18 16:00:00+00:00,15.7,0.0,16.1,4,3600.0,1.0,0
2026-02-18 17:00:00+00:00,14.7,0.0,15.0,23,3600.0,1.0,0
2026-02-18 18:00:00+00:00,14.0,0.0,15.4,59,0.0,0.0,0
2026-02-18 19:00:00+00:00,13.4,0.0,15.1,97,0.0,0.0,0
2026-02-18 20:00:00+00:00,12.6,0.0,11.2,83,0.0,0.0,0
2026-02-18 21:00:00+00:00,11.7,0.0,8.0,17,0.0,0.0,0
2026-02-18 22:00:00+00:00,11.3,0.0,8.5,24,0.0,0.0,0
2026-02-18 23:00:00+00:00,12.4,0.0,11.1,48,0.0,0.0,0
2026-02-19 00:00:00+00:00,14.6,0.0,15.1,94,0.0,0.0,0
2026-02-19 01:00:00+00:00,14.3,0.0,13.1,8,0.0,0.0,0
2026-02-19 02:00:00+00:00,13.4,0.0,16.4,5,0.0,0.0,0
2026-02-19 03:00:00+00:00,12.6,0.0,20.3,0,0.0,0.0,0
2026-02-19 04:00:00+00:00,12.0,0.0,17.8,0,0.0,0.0,0
2026-02-19 05:00:00+00:00,11.3,0.0,18.6,0,0.0,0.0,0
2026-02-19 06:00:00+00:00,11.7,0.0,19.7,5,0.0,0.0,0
2026-02-19 07:00:00+00:00,10.9,0.0,19.7,55,0.0,0.0,0
2026-02-19 08:00:00+00:00,10.6,0.0,22.1,54,3600.0,1.0,0
2026-02-19 09:00:00+00:00,11.4,0.0,22.6,57,3600.0,1.0,0
2026-02-19 10:00:00+00:00,12.4,0.0,20.4,100,3600.0,1.0,0
2026-02-19 11:00:00+00:00,12.8,0.0,17.6,45,2290.35,0.6362083333333333,0
2026-02-19 12:00:00+00:00,14.9,0.0,22.3,9,3600.0,1.0,0
2026-02-19 13:00:00+00:00,16.0,0.0,24.0,45,3600.0,1.0,0
2026-02-19 14:00:00+00:00,16.7,0.0,23.7,76,3600.0,1.0,0
2026-02-19 15:00:00+00:00,16.6,0.0,23.3,51,3600.0,1.0,0
2026-02-19 16:00:00+00:00,16.2,0.0,26.9,2,3600.0,1.0,0
2026-02-19 17:00:00+00:00,14.6,0.0,24.0,5,3600.0,1.0,0
2026-02-19 18:00:00+00:00,14.0,0.0,20.5,4,204.36,0.056766666666666674,0
2026-02-19 19:00:00+00:00,13.4,0.0,18.4,1,0.0,0.0,0
2026-02-19 20:00:00+00:00,12.8,0.0,13.5,13,0.0,0.0,0
2026-02-19 21:00:00+00:00,12.1,0.0,13.0,10,0.0,0.0,0
2026-02-19 22:00:00+00:00,11.5,0.0,13.4,28,0.0,0.0,0
2026-02-19 23:00:00+00:00,11.5,0.0,18.6,18,0.0,0.0,0
2026-02-20 00:00:00+00:00,11.2,0.0,19.9,17,0.0,0.0,0
2026-02-20 01:00:00+00:00,11.2,0.0,24.2,19,0.0,0.0,0
2026-02-20 02:00:00+00:00,11.3,0.0,22.2,5,0.0,0.0,0
2026-02-20 03:00:00+00:00,10.9,0.0,21.3,93,0.0,0.0,0
2026-02-20 04:00:00+00:00,10.5,0.0,15.9,89,0.0,0.0,0
2026-02-20 05:00:00+00:00,10.2,0.0,14.3,98,0.0,0.0,0
2026-02-20 06:00:00+00:00,9.0,0.0,11.0,98,0.0,0.0,0
2026-02-20 07:00:00+00:00,9.2,0.0,14.3,95,0.0,0.0,0
2026-02-20 08:00:00+00:00,9.8,0.0,10.8,95,3600.0,1.0,0
2026-02-20 09:00:00+00:00,12.4,0.0,9.3,97,3600.0,1.0,0
2026-02-20 10:00:00+00:00,14.7,0.0,9.0,31,3600.0,1.0,0
2026-02-20 11:00:00+00:00,15.8,0.0,8.2,64,3600.0,1.0,0
2026-02-20 12:00:00+00:00,16.2,0.0,3.5,100,3600.0,1.0,0
2026-02-20 13:00:00+00:00,16.6,0.0,4.0,100,3600.0,1.0,0
2026-02-20 14:00:00+00:00,16.3,0.0,5.2,100,3600.0,1.0,0
2026-02-20 15:00:00+00:00,15.7,0.0,8.3,98,3600.0,1.0,0
2026-02-20 16:00:00+00:00,14.7,0.0,7.7,92,3600.0,1.0,0
2026-02-20 17:00:00+00:00,13.7,0.0,6.8,65,1691.34,0.46981666666666666,0
2026-02-20 18:00:00+00:00,12.5,0.0,5.9,25,0.0,0.0,0
2026-02-20 19:00:00+00:00,11.6,0.0,6.1,0,0.0,0.0,0
2026-02-20 20:00:00+00:00,10.9,0.0,5.3,0,0.0,0.0,0
2026-02-20 21:00:00+00:00,10.3,0.0,5.2,0,0.0,0.0,0
2026-02-20 22:00:00+00:00,9.3,0.0,3.6,0,0.0,0.0,0
2026-02-20 23:00:00+00:00,8.7,0.0,4.8,0,0.0,0.0,0
2026-02-21 00:00:00+00:00,9.1,0.0,5.1,0,0.0,0.0,0
2026-02-21 01:00:00+00:00,8.9,0.0,5.2,0,0.0,0.0,0
2026-02-21 02:00:00+00:00,8.1,0.0,5.9,0,0.0,0.0,0
2026-02-21 03:00:00+00:00,7.4,0.0,8.1,2,0.0,0.0,0
2026-02-21 04:00:00+00:00,6.9,0.0,7.4,23,0.0,0.0,0
2026-02-21 05:00:00+00:00,6.3,0.0,9.2,45,0.0,0.0,0
2026-02-21 06:00:00+00:00,6.0,0.0,9.5,1,0.0,0.0,0
2026-02-21 07:00:00+00:00,5.8,0.0,9.3,1,0.0,0.0,0
2026-02-21 08:00:00+00:00,7.3,0.0,10.8,1,3600.0,1.0,0
2026-02-21 09:00:00+00:00,10.4,0.0,7.7,0,3600.0,1.0,0
